Activities by AnujKatiyal
 
 Favorite,Activity Type,Start,Time,Distance,Elevation Gain,Avg Speed(Avg Pace),Avg HR,Max HR,Steps,Calories,
 false,Cardio,"Sat, 14 May 2016 6:32 PM",1:19:03,4.92,--,3.7,114,145,--,789,
 false,Cardio,"Fri, 13 May 2016 8:09 PM",1:07:16,4.19,--,3.7,117,148,--,702,
 false,Cardio,"Fri, 13 May 2016 6:41 PM",1:12:14,4.50,--,3.7,133,171,--,945,
 false,Cardio,"Wed, 11 May 2016 7:50 PM",1:38:32,0.00,--,0.0,108,143,--,892,
 false,Cardio,"Mon, 9 May 2016 8:45 PM",1:30:06,0.00,--,0.0,119,178,--,958,
 false,Running,"Sun, 8 May 2016 7:35 PM",1:10:24,8.51,--,8:17,153,164,--,"1,136",
 false,Cardio,"Sat, 7 May 2016 7:50 PM",1:35:31,0.00,--,0.0,104,160,--,803,
 false,Cardio,"Fri, 6 May 2016 7:52 PM",2:25:46,0.00,--,0.0,106,170,--,"1,243",
 false,Cardio,"Fri, 6 May 2016 7:14 PM",20:02,0.00,--,0.0,126,177,--,233,
 false,Running,"Fri, 6 May 2016 6:30 PM",31:59,3.91,--,8:11,148,167,--,485,
 false,Cardio,"Thu, 5 May 2016 8:30 PM",1:47:38,0.00,--,0.0,116,160,--,"1,099",
 false,Cardio,"Wed, 4 May 2016 8:32 PM",1:39:25,0.00,--,0.0,115,172,--,999,
 false,Cardio,"Tue, 3 May 2016 7:49 PM",17:04,0.00,--,0.0,115,129,--,168,
 false,Running,"Tue, 3 May 2016 7:12 PM",26:52,3.26,--,8:14,153,167,--,428,
 false,Cardio,"Mon, 2 May 2016 8:23 PM",1:58:21,0.00,--,0.0,117,154,--,"1,222",
 false,Cardio,"Sat, 30 Apr 2016 6:54 PM",1:25:23,0.00,--,0.0,102,149,--,685,
 false,Cardio,"Thu, 28 Apr 2016 8:26 PM",1:31:10,0.00,--,0.0,115,154,--,915,
 false,Cardio,"Wed, 27 Apr 2016 8:07 PM",1:39:20,0.00,--,0.0,111,162,--,930,
 false,Cardio,"Tue, 26 Apr 2016 8:28 PM",44:48,0.00,--,0.0,105,141,--,379,
 false,Running,"Tue, 26 Apr 2016 7:19 PM",30:35,3.49,--,8:46,152,175,--,483,
 
