Activities by AnujKatiyal
 
 Favorite,Activity Type,Start,Time,Distance,Elevation Gain,Avg Speed(Avg Pace),Avg HR,Max HR,Steps,Calories,
 false,Strength Training,"Wed, 1 Feb 2017 9:24 PM",1:24:11,0.00,0,0.0,104,145,--,479,
 false,Strength Training,"Mon, 30 Jan 2017 6:36 PM",1:14:14,0.00,0,0.0,100,146,--,398,
 false,Running,"Sat, 28 Jan 2017 9:23 PM",41:38,4.25,213,9:47,139,170,"6,522",475,
 false,Strength Training,"Fri, 27 Jan 2017 9:07 PM",51:48,0.00,0,0.0,98,157,--,283,
 false,Running,"Thu, 26 Jan 2017 10:13 PM",22:02,2.45,141,8:58,148,177,"3,460",274,
 false,Strength Training,"Tue, 24 Jan 2017 9:52 PM",1:14:06,0.00,0,0.0,117,148,--,521,
 false,Strength Training,"Sun, 22 Jan 2017 10:45 PM",1:15:07,0.00,0,0.0,126,171,--,567,
 false,Running,"Sat, 21 Jan 2017 5:26 PM",58:27,6.23,253,9:23,159,175,"9,114",789,
 false,Strength Training,"Thu, 19 Jan 2017 9:28 PM",1:06:42,0.00,0,0.0,119,169,--,493,
 false,Strength Training,"Tue, 17 Jan 2017 9:35 PM",1:16:41,0.00,0,0.0,126,169,--,638,
 false,Strength Training,"Sun, 15 Jan 2017 10:44 PM",1:12:57,0.00,0,0.0,109,162,--,443,
 false,Strength Training,"Sat, 14 Jan 2017 8:56 PM",1:46:49,0.00,0,0.0,95,134,--,492,
 false,Cycling,"Fri, 13 Jan 2017 12:47 PM",1:04:43,8.30,43,7.7,139,171,--,712,
 false,Strength Training,"Thu, 12 Jan 2017 6:29 PM",1:10:14,0.00,0,0.0,106,155,--,421,
 false,Running,"Tue, 10 Jan 2017 5:08 PM",20:55,2.29,125,9:08,162,180,"3,330",300,
 false,Strength Training,"Mon, 9 Jan 2017 10:49 PM",1:08:35,0.00,0,0.0,113,152,--,478,
 false,Cycling,"Sun, 8 Jan 2017 1:50 PM",19:17,3.17,82,9.9,137,169,--,228,
 false,Running,"Sun, 8 Jan 2017 1:22 PM",26:23,2.89,154,9:07,161,173,"4,148",388,
 false,Strength Training,"Sat, 7 Jan 2017 9:03 PM",54:16,0.00,0,0.0,97,135,--,296,
 false,Running,"Fri, 6 Jan 2017 1:46 PM",29:34,3.11,171,9:30,146,160,"4,604",385,
 
